time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-28T19:14:09.840Z,38.8196667,-122.7931667,2.66,1.36,md,43,26,0.01166,0.05,nc,nc73261020,2019-09-07T02:29:02.525Z,"6km NW of The Geysers, CA",earthquake,0.16,0.27,0.159,10,reviewed,nc,nc
2019-08-28T19:12:05.560Z,35.9311667,-117.7005,1.81,0.79,ml,12,82,0.04397,0.11,ci,ci39019048,2019-08-28T19:15:36.339Z,"19km E of Little Lake, CA",earthquake,0.2,0.36,0.203,8,automatic,ci,ci
2019-08-28T19:07:32.790Z,35.6995,-117.5326667,7.34,1.1,ml,15,131,0.08279,0.17,ci,ci39019032,2019-08-28T19:10:59.309Z,"14km WSW of Searles Valley, CA",earthquake,0.34,0.97,0.136,14,automatic,ci,ci
2019-08-28T19:02:58.300Z,46.002,-112.4768333,-2,1.67,ml,10,80,0.056,0.13,mb,mb80358899,2019-08-30T14:28:39.880Z,"4km E of Butte, Montana",quarry blast,0.44,31.61,0.201,5,reviewed,mb,mb
2019-08-28T18:56:10.760Z,35.6125,-117.4733333,8.46,1.64,ml,24,61,0.02034,0.17,ci,ci39019008,2019-08-28T18:59:52.242Z,"18km E of Ridgecrest, CA",earthquake,0.31,0.47,0.161,26,automatic,ci,ci
2019-08-28T18:50:05.220Z,38.7886667,-122.7656667,3.5,0.21,md,14,74,0.01792,0.05,nc,nc73261015,2019-09-06T21:54:03.002Z,"2km NNW of The Geysers, CA",earthquake,0.42,0.78,0.096,2,reviewed,nc,nc
2019-08-28T18:50:03.340Z,35.672,-117.527,10.68,1.48,ml,27,90,0.06051,0.18,ci,ci39019000,2019-08-28T18:53:47.461Z,"15km ENE of Ridgecrest, CA",earthquake,0.27,0.52,0.216,21,automatic,ci,ci
2019-08-28T18:49:17.580Z,19.5135,-67.8841,14,3.47,md,18,222,1.1995,0.47,pr,pr2019240011,2019-09-03T21:02:56.040Z,"99km NNE of Punta Cana, Dominican Republic",earthquake,2.62,5.37,0.34,14,reviewed,pr,pr
2019-08-28T18:47:52.010Z,35.8295,-117.6535,5.44,1.31,ml,22,76,0.04753,0.17,ci,ci39018992,2019-08-28T18:51:36.193Z,"23km N of Ridgecrest, CA",earthquake,0.23,0.73,0.121,19,automatic,ci,ci
2019-08-28T18:42:07.290Z,35.7451667,-117.5735,12.66,1.03,ml,16,111,0.07308,0.17,ci,ci39018984,2019-08-28T18:45:49.154Z,"16km W of Searles Valley, CA",earthquake,0.32,0.83,0.181,13,automatic,ci,ci
2019-08-28T18:38:37.050Z,19.4196,-67.9435,64,2.91,md,10,218,1.1345,0.47,pr,pr2019240012,2019-09-04T14:07:45.040Z,"88km NNE of Punta Cana, Dominican Republic",earthquake,5.07,10.06,0.42,9,reviewed,pr,pr
2019-08-28T18:36:15.300Z,35.6665,-117.4861667,6.42,0.95,ml,15,91,0.0509,0.16,ci,ci39018968,2019-08-28T18:39:51.180Z,"14km SSW of Searles Valley, CA",earthquake,0.4,0.75,0.144,7,automatic,ci,ci
2019-08-28T18:35:43.850Z,38.8056679,-122.7724991,1.03,1.07,md,21,53,0.009918,0.03,nc,nc73261010,2019-08-28T18:50:03.902Z,"3km NNW of The Geysers, CA",earthquake,0.18,0.37,0.05,5,automatic,nc,nc
2019-08-28T18:30:55.730Z,36.116,-117.8456667,2.4,1.89,ml,21,57,0.007609,0.16,ci,ci39018960,2019-08-28T18:34:47.098Z,"12km NE of Coso Junction, CA",earthquake,0.29,0.3,0.214,25,automatic,ci,ci
2019-08-28T18:27:53.746Z,64.8321,-155.4103,22,3.4,ml,,,,0.6,ak,ak019b17uztu,2019-09-03T20:58:10.040Z,"10km NNE of Ruby, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-08-28T18:27:51.360Z,36.1945,-117.887,2.13,1.51,ml,17,110,0.08105,0.2,ci,ci39018944,2019-08-29T13:59:57.156Z,"14km SE of Olancha, CA",earthquake,0.39,0.61,0.222,22,reviewed,ci,ci
2019-08-28T18:27:40.720Z,35.734,-117.5623333,9.47,0.69,ml,15,111,0.08644,0.16,ci,ci39018952,2019-08-31T00:37:24.828Z,"15km WSW of Searles Valley, CA",earthquake,0.33,0.85,0.123,8,reviewed,ci,ci
2019-08-28T18:27:04.547Z,25.9691,142.4699,10,4.6,mb,,137,1.15,0.71,us,us70005bjc,2019-09-04T13:07:05.040Z,"126km SSE of Chichi-shima, Japan",earthquake,12.5,1.9,0.112,24,reviewed,us,us
2019-08-28T18:23:44.000Z,38.8375015,-122.8270035,1.28,0.81,md,14,70,0.01737,0.03,nc,nc73260995,2019-08-28T18:41:06.841Z,"9km NW of The Geysers, CA",earthquake,0.24,0.56,0.06,3,automatic,nc,nc
2019-08-28T18:21:20.395Z,67.3396,-156.3847,0,1.6,ml,,,,1.01,ak,ak019b17tn0o,2019-08-28T18:27:49.876Z,"52km NNE of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-28T18:20:35.090Z,35.6626667,-117.505,8.19,0.69,ml,13,103,0.0637,0.17,ci,ci39018928,2019-08-28T18:24:15.933Z,"15km SW of Searles Valley, CA",earthquake,0.48,0.93,0.205,8,automatic,ci,ci
2019-08-28T18:15:53.729Z,51.9161,-169.4734,10,3.7,mb,,216,0.945,0.88,us,us70005992,2019-09-04T14:16:30.040Z,"115km SE of Yunaska Island, Alaska",earthquake,8.7,2,0.134,20,reviewed,us,us
2019-08-28T18:14:58.408Z,-17.9969,-177.9492,592.41,4.1,mb,,143,3.672,0.57,us,us70005bjb,2019-09-04T12:57:44.040Z,"Fiji region",earthquake,15.5,9.4,0.12,19,reviewed,us,us
2019-08-28T18:11:44.500Z,35.3698333,-117.8196667,6.1,1.99,ml,36,44,0.1044,0.18,ci,ci39018912,2019-08-28T18:22:28.680Z,"17km W of Johannesburg, CA",earthquake,0.25,1.03,0.159,26,automatic,ci,ci
2019-08-28T18:10:55.660Z,35.7365,-117.5253333,6.41,0.68,ml,13,144,0.09847,0.16,ci,ci39018904,2019-08-28T18:14:36.595Z,"12km WSW of Searles Valley, CA",earthquake,0.44,1.25,0.039,6,automatic,ci,ci
2019-08-28T18:07:49.420Z,36.116,-117.8841667,3.87,0.87,ml,14,193,0.02378,0.19,ci,ci39018896,2019-08-28T18:11:19.479Z,"10km NE of Coso Junction, CA",earthquake,0.81,0.58,0.209,10,automatic,ci,ci
2019-08-28T18:07:03.733Z,62.997,-151.6252,1.8,0.9,ml,,,,0.71,ak,ak019b17qlph,2019-08-28T18:10:25.427Z,"108km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-28T18:06:06.973Z,60.8375,-151.1729,69.6,0.8,ml,,,,1.32,ak,ak019b17qear,2019-08-28T18:10:24.990Z,"17km NNE of Nikiski, Alaska",earthquake,,1.8,,,automatic,ak,ak
2019-08-28T18:06:00.510Z,32.856,-116.1858333,3.78,1.85,ml,47,64,0.09831,0.23,ci,ci39018888,2019-08-28T18:17:17.610Z,"22km NW of Ocotillo, CA",earthquake,0.3,1.22,0.202,29,automatic,ci,ci
2019-08-28T18:03:34.240Z,35.3703333,-117.8211667,6.45,2.13,ml,38,40,0.1046,0.2,ci,ci39018880,2019-08-28T18:14:16.900Z,"17km W of Johannesburg, CA",earthquake,0.26,0.95,0.185,25,automatic,ci,ci
2019-08-28T18:00:47.580Z,35.3638333,-117.8246667,7.28,0.87,ml,13,95,0.09774,0.23,ci,ci39018872,2019-08-29T14:00:21.819Z,"17km W of Johannesburg, CA",earthquake,0.47,2.11,0.153,12,reviewed,ci,ci
2019-08-28T17:58:31.253Z,36.7156,-116.2435,1.4,0,ml,14,105.27,0.028,0.1794,nn,nn00701277,2019-08-29T02:07:06.540Z,"50km ESE of Beatty, Nevada",earthquake,,4,0.19,8,reviewed,nn,nn
2019-08-28T17:54:52.500Z,35.7671667,-117.5828333,6.77,0.9,ml,18,131,0.04992,0.14,ci,ci39018864,2019-08-28T17:58:32.302Z,"16km W of Searles Valley, CA",earthquake,0.32,0.66,0.098,7,automatic,ci,ci
2019-08-28T17:54:37.880Z,35.6458333,-117.4656667,5.9,1.13,ml,26,51,0.03923,0.17,ci,ci39018856,2019-08-28T18:05:10.410Z,"15km SSW of Searles Valley, CA",earthquake,0.3,0.6,0.169,14,automatic,ci,ci
2019-08-28T17:45:32.390Z,35.8918333,-117.703,6.09,0.62,ml,13,81,0.07039,0.16,ci,ci39018832,2019-08-28T17:49:07.569Z,"19km ESE of Little Lake, CA",earthquake,0.29,0.98,0.157,8,automatic,ci,ci
2019-08-28T17:44:34.533Z,61.365,-150.1129,28.8,2.2,ml,,,,0.67,ak,ak019b17d5zc,2019-08-28T17:47:29.962Z,"19km NW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-28T17:40:38.260Z,35.9231667,-117.7231667,9.33,1.16,ml,21,51,0.06402,0.11,ci,ci39018824,2019-08-28T17:44:22.475Z,"17km E of Little Lake, CA",earthquake,0.19,0.44,0.212,19,automatic,ci,ci
2019-08-28T17:38:54.355Z,67.3561,-156.38,0,2,ml,,,,1.02,ak,ak019b17bx5v,2019-08-28T17:43:18.705Z,"54km NNE of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-28T17:37:39.990Z,34.1353333,-116.393,3.97,0.83,ml,23,35,0.06217,0.13,ci,ci39018816,2019-08-29T19:03:51.509Z,"4km ENE of Yucca Valley, CA",earthquake,0.2,0.39,0.135,12,reviewed,ci,ci
2019-08-28T17:34:40.590Z,35.878,-117.7006667,6.67,1.23,ml,24,72,0.08082,0.15,ci,ci39018800,2019-08-28T17:38:18.497Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.49,0.216,17,automatic,ci,ci
2019-08-28T17:25:11.870Z,38.502,-112.5126667,8.72,0.73,md,13,138,0.119,0.06,uu,uu60337787,2019-08-29T19:43:25.320Z,"27km NNE of Beaver, Utah",earthquake,0.49,0.72,0.468,5,reviewed,uu,uu
2019-08-28T17:22:41.410Z,35.3646667,-117.8508333,5.07,0.89,ml,8,162,0.09712,0.21,ci,ci39018760,2019-08-28T17:26:27.807Z,"20km W of Johannesburg, CA",earthquake,1.33,2.75,0.197,11,automatic,ci,ci
2019-08-28T17:20:20.570Z,35.8978333,-117.6758333,2.65,0.37,ml,13,85,0.05406,0.1,ci,ci39018752,2019-08-28T21:57:20.475Z,"21km ESE of Little Lake, CA",earthquake,0.22,0.25,0.048,5,reviewed,ci,ci
2019-08-28T17:17:49.900Z,35.8563333,-117.6811667,2.83,1.03,ml,17,81,0.07913,0.15,ci,ci39018744,2019-08-28T17:21:38.195Z,"22km ESE of Little Lake, CA",earthquake,0.23,0.3,0.119,12,automatic,ci,ci
2019-08-28T17:17:06.100Z,35.7851667,-117.6463333,9.27,1.51,ml,31,50,0.05006,0.17,ci,ci39018736,2019-08-28T17:27:48.200Z,"18km N of Ridgecrest, CA",earthquake,0.21,0.6,0.194,25,automatic,ci,ci
2019-08-28T17:16:35.120Z,19.4111671,-155.2850037,0.88,1.88,ml,25,68,0.006517,0.09,hv,hv71112497,2019-08-28T17:22:22.600Z,"5km WSW of Volcano, Hawaii",earthquake,0.23,0.18,0.29,13,automatic,hv,hv
2019-08-28T17:15:01.720Z,38.8361664,-122.8075027,1.9,0.89,md,8,107,0.01291,0.01,nc,nc73260955,2019-08-28T17:42:03.093Z,"8km WNW of Cobb, CA",earthquake,0.45,1.43,,1,automatic,nc,nc
2019-08-28T17:12:30.420Z,38.8341675,-122.8075027,2.3,1.09,md,20,46,0.01094,0.02,nc,nc73260940,2019-08-28T17:37:02.062Z,"7km W of Cobb, CA",earthquake,0.22,0.43,0.22,5,automatic,nc,nc
2019-08-28T17:11:14.190Z,35.8235,-117.6453333,6.14,0.34,ml,8,73,0.03963,0.06,ci,ci39018712,2019-08-28T17:14:55.284Z,"23km WNW of Searles Valley, CA",earthquake,0.23,0.52,0.081,6,automatic,ci,ci
2019-08-28T17:04:51.960Z,35.8721667,-117.6998333,6.69,1,ml,16,73,0.08259,0.12,ci,ci39018696,2019-08-28T17:08:38.239Z,"20km ESE of Little Lake, CA",earthquake,0.24,0.61,0.139,12,automatic,ci,ci
2019-08-28T17:04:06.260Z,35.6663333,-117.527,6.43,1.88,ml,33,37,0.05594,0.18,ci,ci39018688,2019-08-28T17:14:36.570Z,"14km ENE of Ridgecrest, CA",earthquake,0.22,0.6,0.148,26,automatic,ci,ci
2019-08-28T17:03:25.639Z,60.4558,-143.2365,16.3,1.2,ml,,,,0.84,ak,ak019b174cxf,2019-08-28T17:08:21.584Z,"62km NW of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-28T17:00:20.510Z,38.8218346,-122.762001,1.61,0.15,md,6,144,0.01061,0.01,nc,nc73260930,2019-08-28T17:27:03.947Z,"3km W of Cobb, CA",earthquake,0.54,1.29,0.08,2,automatic,nc,nc
2019-08-28T16:59:40.580Z,33.8781667,-117.0283333,-0.58,1.09,ml,37,42,0.05862,0.17,ci,ci39018672,2019-08-29T16:33:55.786Z,"7km SW of Beaumont, CA",quarry blast,0.3,31.61,0.122,35,reviewed,ci,ci
2019-08-28T16:59:12.258Z,60.4691,-143.2411,11.9,1.6,ml,,,,0.71,ak,ak019b16uwdl,2019-08-28T17:05:00.181Z,"63km NW of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T16:59:07.980Z,35.7281667,-117.5573333,10.91,1.06,ml,21,67,0.09329,0.18,ci,ci39018664,2019-08-28T17:02:54.035Z,"14km WSW of Searles Valley, CA",earthquake,0.32,0.69,0.215,13,automatic,ci,ci
2019-08-28T16:56:03.670Z,38.8193321,-122.8116684,2.71,0.55,md,8,84,0.004244,0.02,nc,nc73260925,2019-08-28T17:18:01.892Z,"7km NW of The Geysers, CA",earthquake,0.44,1.43,,1,automatic,nc,nc
2019-08-28T16:54:49.550Z,35.616,-117.452,4.7,0.98,ml,17,75,0.03059,0.18,ci,ci39018640,2019-08-28T16:58:25.074Z,"17km SSW of Searles Valley, CA",earthquake,0.31,0.47,0.286,9,automatic,ci,ci
2019-08-28T16:51:44.960Z,38.7781677,-122.7210007,1.35,0.94,md,13,83,0.01329,0.04,nc,nc73260915,2019-08-28T16:53:20.962Z,"2km W of Anderson Springs, CA",earthquake,0.24,0.38,0.24,6,automatic,nc,nc
2019-08-28T16:51:02.320Z,38.816,-122.7655,1.94,0.43,md,20,68,0.01217,0.04,nc,nc73260910,2019-08-29T19:49:02.209Z,"4km W of Cobb, CA",earthquake,0.2,0.39,0.177,2,reviewed,nc,nc
2019-08-28T16:50:55.580Z,37.5316667,-118.8741667,4.02,0.42,md,9,264,0.06838,0.03,nc,nc73260920,2019-08-28T21:03:04.942Z,"15km SE of Mammoth Lakes, CA",earthquake,1.81,31.61,0.231,8,reviewed,nc,nc
2019-08-28T16:49:23.682Z,63.0454,-149.1959,5.5,0.8,ml,,,,0.24,ak,ak019b16ss40,2019-08-28T16:51:45.748Z,"40km SSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-28T16:48:48.112Z,67.3475,-156.2536,3.3,0.8,ml,,,,0.58,ak,ak019b16slbm,2019-08-28T16:58:27.412Z,"56km NNE of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-08-28T16:44:54.850Z,38.8105011,-122.7898331,2.8,0.95,md,18,39,0.004966,0.03,nc,nc73260905,2019-08-28T17:09:03.836Z,"5km NW of The Geysers, CA",earthquake,0.24,0.47,0.08,4,automatic,nc,nc
2019-08-28T16:43:36.998Z,28.6809,142.6408,10,4.6,mb,,153,1.63,0.68,us,us70005bja,2019-09-10T03:45:44.040Z,"181km NNE of Chichi-shima, Japan",earthquake,11,1.9,0.192,8,reviewed,us,us
2019-08-28T16:41:44.179Z,35.96166667,-97.39066667,6.08,1,ml,8,157,0.1385728073,0.06,ok,ok2019qvyh,2019-08-29T16:50:34.657Z,"9km NNE of Guthrie, Oklahoma",earthquake,,0.6,0.15,4,reviewed,ok,ok
2019-08-28T16:34:51.252Z,63.3243,-145.2963,6.7,1.5,ml,,,,0.53,ak,ak019b16pmhx,2019-08-28T16:41:21.371Z,"61km S of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T16:33:35.860Z,35.8936667,-117.6745,4.57,0.64,ml,9,87,0.05755,0.08,ci,ci39018600,2019-08-28T16:37:14.076Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.54,0.065,7,automatic,ci,ci
2019-08-28T16:31:11.221Z,59.9198,-140.1212,3.4,1.4,ml,,,,0.94,ak,ak019b16ow9e,2019-08-28T16:43:02.410Z,"47km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T16:29:04.270Z,35.866,-117.6935,9.17,1.91,ml,30,54,0.08154,0.15,ci,ci39018592,2019-08-28T16:39:21.340Z,"21km ESE of Little Lake, CA",earthquake,0.21,0.57,0.196,25,automatic,ci,ci
2019-08-28T16:28:00.470Z,19.1965008,-155.4223328,36.21,1.86,md,44,163,0.04706,0.12,hv,hv71112437,2019-08-28T16:31:05.780Z,"6km E of Pahala, Hawaii",earthquake,0.67,0.66,0.03,3,automatic,hv,hv
2019-08-28T16:27:22.720Z,37.1621667,-121.5523333,5.73,1.31,md,25,81,0.05922,0.05,nc,nc73260880,2019-08-30T02:44:02.560Z,"10km ENE of Morgan Hill, CA",earthquake,0.17,0.54,0.238,17,reviewed,nc,nc
2019-08-28T16:27:19.540Z,35.7243333,-117.5603333,6.47,1.69,ml,31,60,0.09609,0.16,ci,ci39018584,2019-08-28T16:38:18.830Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.75,0.118,26,automatic,ci,ci
2019-08-28T16:24:38.410Z,36.4781,-116.2321,7.2,-0.3,ml,8,211.19,0.048,0.0661,nn,nn00701272,2019-08-29T02:07:01.778Z,"37km NW of Pahrump, Nevada",earthquake,,3,0.12,3,reviewed,nn,nn
2019-08-28T16:16:54.670Z,35.0183333,-119.134,0.06,1.44,ml,22,72,0.1866,0.22,ci,ci39018552,2019-08-28T17:09:27.019Z,"19km N of Pine Mountain Club, CA",earthquake,0.28,0.65,0.246,17,reviewed,ci,ci
2019-08-28T16:11:39.826Z,61.9132,-151.3241,68.7,1.6,ml,,,,0.56,ak,ak019b16ko46,2019-08-28T16:23:35.386Z,"70km WNW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-08-28T16:10:10.500Z,35.3701667,-117.8223333,4.56,1.77,ml,33,72,0.1043,0.2,ci,ci39018536,2019-08-29T14:01:03.263Z,"17km W of Johannesburg, CA",earthquake,0.28,1.03,0.123,26,reviewed,ci,ci
2019-08-28T16:01:08.010Z,35.9006667,-117.676,8.56,0.77,ml,12,89,0.05152,0.16,ci,ci39018528,2019-08-28T16:04:47.708Z,"21km E of Little Lake, CA",earthquake,0.4,0.82,0.219,9,automatic,ci,ci
2019-08-28T15:59:49.117Z,38.5167,-118.4665,8.2,-0.2,ml,4,152.15,0.12,0.1608,nn,nn00701271,2019-08-29T02:07:00.392Z,"13km E of Hawthorne, Nevada",earthquake,,18,0.12,2,reviewed,nn,nn
2019-08-28T15:58:49.410Z,38.0193333,-112.4045,3.54,0.86,md,7,199,0.1753,0.15,uu,uu60018914,2019-08-28T17:27:59.270Z,"21km N of Panguitch, Utah",earthquake,1.34,31.61,0.352,6,reviewed,uu,uu
2019-08-28T15:58:27.530Z,38.0768333,-112.3853333,5.76,1.25,ml,10,100,0.1626,0.34,uu,uu60337747,2019-08-28T17:20:11.290Z,"22km SW of Junction, Utah",earthquake,1.05,2.06,0.302,2,reviewed,uu,uu
2019-08-28T15:53:02.042Z,-20.5823,-70.3895,29.75,4.9,mww,,111,0.196,0.69,us,us70005966,2019-09-10T03:30:37.896Z,"47km SSW of Iquique, Chile",earthquake,4,1.3,0.086,13,reviewed,us,us
2019-08-28T15:51:21.780Z,36.0441667,-117.8748333,1.21,1.23,ml,18,143,0.03848,0.21,ci,ci39018520,2019-08-28T15:55:08.657Z,"7km E of Coso Junction, CA",earthquake,0.5,0.45,0.3,20,automatic,ci,ci
2019-08-28T15:46:54.710Z,35.6806667,-117.5348333,5.53,1.33,ml,25,55,0.06482,0.17,ci,ci39018512,2019-08-28T15:58:04.340Z,"14km ENE of Ridgecrest, CA",earthquake,0.25,0.86,0.133,18,automatic,ci,ci
2019-08-28T15:44:20.650Z,37.6355,-118.9325,4.67,0.35,md,12,81,0.02532,0.04,nc,nc73260855,2019-08-28T16:43:32.083Z,"4km E of Mammoth Lakes, CA",earthquake,0.38,0.59,0.158,10,reviewed,nc,nc
2019-08-28T15:43:10.320Z,35.3573333,-117.8876667,6.32,0.98,ml,21,94,0.09602,0.23,ci,ci39018496,2019-08-29T14:00:56.741Z,"23km W of Johannesburg, CA",earthquake,0.38,1.25,0.165,16,reviewed,ci,ci
2019-08-28T15:41:52.115Z,63.1786,-150.8077,124.3,1.1,ml,,,,0.31,ak,ak019b165oyj,2019-08-28T16:02:56.460Z,"96km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-08-28T15:32:50.910Z,36.6043333,-121.2025,1.83,1.56,md,26,129,0.03536,0.11,nc,nc73260845,2019-09-07T01:04:03.854Z,"10km NNW of Pinnacles, CA",earthquake,0.31,0.67,0.268,18,reviewed,nc,nc
2019-08-28T15:31:46.798Z,35.6955,27.7097,17.79,4.2,mb,,100,0.47,0.91,us,us7000595w,2019-09-10T03:22:01.040Z,"49km ENE of Karpathos, Greece",earthquake,3.2,4.3,0.142,14,reviewed,us,us
2019-08-28T15:28:58.880Z,35.9261667,-117.7111667,2.77,0.56,ml,9,103,0.05389,0.18,ci,ci39018448,2019-08-28T15:32:27.726Z,"18km E of Little Lake, CA",earthquake,0.42,0.62,0.185,7,automatic,ci,ci
2019-08-28T15:26:48.693Z,-8.3132,109.0341,95.78,4.3,mb,,119,1.527,0.81,us,us70005bj8,2019-09-10T03:17:35.040Z,"67km S of Karangbadar Kidul, Indonesia",earthquake,8.1,4.6,0.129,17,reviewed,us,us
2019-08-28T15:24:56.130Z,19.421833,-155.2861633,-0.8,1.89,md,13,113,0.004585,0.19,hv,hv71112377,2019-08-28T15:28:05.740Z,"5km W of Volcano, Hawaii",earthquake,0.18,0.18,0.34,5,automatic,hv,hv
2019-08-28T15:23:01.060Z,38.7788315,-122.7229996,1.57,1.15,md,13,83,0.0143,0.05,nc,nc73260825,2019-08-28T18:28:02.981Z,"3km W of Anderson Springs, CA",earthquake,0.25,0.61,0.18,6,automatic,nc,nc
2019-08-28T15:20:34.920Z,59.9461,-140.0983,3.8,1.5,ml,,,,1.12,ak,ak019b1615m4,2019-08-28T15:23:24.300Z,"49km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T15:19:03.910Z,33.6155,-116.7561667,13.1,0.75,ml,20,57,0.02274,0.19,ci,ci39018424,2019-08-29T14:01:11.041Z,"10km NW of Anza, CA",earthquake,0.46,0.73,0.392,15,reviewed,ci,ci
2019-08-28T15:11:54.380Z,58.1773333,-155.3435,1.27,0.29,ml,10,234,0.03376,0.15,av,av62079846,2019-09-11T15:43:21.110Z,"95km SE of King Salmon, Alaska",earthquake,0.58,0.58,0.188,10,reviewed,av,av
2019-08-28T15:09:53.790Z,35.6206667,-117.4321667,5.02,2.3,ml,36,52,0.04197,0.18,ci,ci39018400,2019-08-28T15:20:53.670Z,"16km S of Searles Valley, CA",earthquake,0.24,0.4,0.157,26,automatic,ci,ci
2019-08-28T15:09:29.581Z,58.1733,-155.3676,1.2,1.4,ml,,,,0.53,ak,ak019b15ysbi,2019-09-11T15:43:15.730Z,"96km SE of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-28T15:08:49.664Z,35.6803,27.721,12.81,4,mb,,100,0.475,1.05,us,us7000595p,2019-09-10T03:13:20.040Z,"49km ENE of Karpathos, Greece",earthquake,3.6,6.1,0.196,7,reviewed,us,us
2019-08-28T15:02:03.020Z,35.9593333,-117.6625,2.55,0.72,ml,9,87,0.01506,0.09,ci,ci39018384,2019-08-28T15:05:31.683Z,"22km E of Little Lake, CA",earthquake,0.32,0.18,0.106,8,automatic,ci,ci
2019-08-28T14:55:22.250Z,58.1936667,-155.3453333,2.78,0.56,ml,9,215,0.01875,0.13,av,av62079601,2019-09-11T15:43:10.330Z,"94km SE of King Salmon, Alaska",earthquake,0.79,0.34,0.214,9,reviewed,av,av
2019-08-28T14:51:43.932Z,60.526,-152.7668,109.3,1.4,ml,,,,0.58,ak,ak019b15mdw9,2019-08-28T14:57:28.626Z,"4km NNW of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-08-28T14:50:33.860Z,39.517,-121.8698333,22.91,1.38,md,13,89,0.2408,0.09,nc,nc73260810,2019-08-29T00:16:04.161Z,"16km SSW of Durham, CA",earthquake,0.51,1.23,0.188,13,reviewed,nc,nc
2019-08-28T14:49:47.042Z,60.2533,-152.515,90.4,1.2,ml,,,,0.26,ak,ak019b15lyoh,2019-08-28T16:48:24.169Z,"28km SSE of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-08-28T14:49:43.340Z,34.1038333,-117.6198333,11.63,1.19,ml,41,68,0.02263,0.16,ci,ci39018360,2019-08-28T20:02:50.718Z,"3km ENE of Upland, CA",earthquake,0.23,0.42,0.176,15,reviewed,ci,ci
2019-08-28T14:45:21.750Z,34.043,-117.2615,9.03,1.19,ml,28,71,0.08817,0.2,ci,ci39018328,2019-08-28T14:49:08.709Z,"1km S of Loma Linda, CA",earthquake,0.3,0.79,0.205,29,automatic,ci,ci
2019-08-28T14:44:41.103Z,59.9139,-140.1301,2.4,1.5,ml,,,,1,ak,ak019b15kvnq,2019-08-28T14:51:36.309Z,"46km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T14:41:46.290Z,33.1568333,-116.5946667,10.52,0.68,ml,27,104,0.06105,0.23,ci,ci39018320,2019-08-28T14:45:22.198Z,"9km N of Julian, CA",earthquake,0.49,0.54,0.153,11,automatic,ci,ci
2019-08-28T14:39:43.370Z,35.7431667,-117.5655,3.14,1.95,ml,31,55,0.07695,0.16,ci,ci39018312,2019-08-28T14:50:42.240Z,"15km W of Searles Valley, CA",earthquake,0.22,0.49,0.109,25,automatic,ci,ci
2019-08-28T14:35:23.339Z,68.7579,-148.1579,0,1.4,ml,,,,1.01,ak,ak019b15iwuf,2019-08-28T14:41:43.651Z,"128km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-28T14:30:54.540Z,35.8735,-117.7,7.12,1.43,ml,25,72,0.08354,0.15,ci,ci39018288,2019-08-28T14:34:38.076Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.62,0.312,21,automatic,ci,ci
2019-08-28T14:25:54.575Z,59.9377,-140.1015,1.8,3.1,ml,,,,0.72,ak,ak019b15gu4n,2019-09-01T04:39:09.262Z,"48km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T14:25:49.690Z,35.671,-117.4778333,6.57,1.77,ml,30,62,0.04448,0.16,ci,ci39018256,2019-08-28T14:36:36.850Z,"13km SSW of Searles Valley, CA",earthquake,0.26,0.57,0.147,25,automatic,ci,ci
2019-08-28T14:25:37.120Z,35.7015,-117.5188333,9.35,1,ml,17,117,0.08923,0.18,ci,ci39018248,2019-08-28T14:29:17.043Z,"13km SW of Searles Valley, CA",earthquake,0.43,0.94,0.111,12,automatic,ci,ci
